Gene start (bp)	Gene end (bp)	Gene % GC content	Chromosome/scaffold name	Gene name	NCBI gene (formerly Entrezgene) ID
23519146	23542018	42.52	20	CST13P	164380
1852399	1863579	65.43	19	KLF16	83855
138561043	138561110	35.29	5	SNORD63	26785
44796680	44824564	47.06	7	PPIA	5478
26103416	26114028	38.57	20	NCOR1P1	149934
911736	990053	45.19	12	RAD52	5893
67229387	67247481	56.45	16	FHOD1	29109
1876810	1885496	65.10	19	ABHD17A	81926
138553756	138575675	42.75	5	HSPA9	3313
45230868	45233331	43.71	20		105372630
205789094	205813748	50.84	1	SLC41A1	254428
28648346	28662189	47.10	17	SDF2	6388
32170030	32170116	54.02	6	MIR6721	102466190
32178405	32180793	51.65	6	RNF5	6048
38103129	38137242	51.46	3	ACAA1	30
52755053	52791078	46.01	15	ONECUT1	3175
28662198	28702679	47.99	17	SUPT6H	6830
32179816	32179876	45.90	6	MIR6833	102465500
32184733	32190202	54.99	6	PBX2	5089
1905399	1913447	60.26	19	ADAT3	113179
44554818	44663688	41.27	15	SPG11	80208
1941172	1981338	61.02	19	CSNK1G2	1455
215622891	216423448	36.36	1	USH2A	7399
44826791	44848087	41.42	7	H2AZ2	94239
132592997	132670401	44.73	9	DDX31	64794
48004336	48009733	48.85	X	SPACA5	389852
73126080	73126207	50.78	10	SNORA11F	109617000
73130155	73169055	39.47	10	ECD	11319
101882288	101932031	37.76	X	ZMAT1	84460
32190766	32195523	52.73	6	GPSM3	63940
44885903	44951306	54.85	11	TP53I11	9537
67237683	67272191	52.62	16	SLC9A5	6553
101420560	101449664	40.95	9	ALDOB	229
32194843	32224067	51.81	6	NOTCH4	4855
135829229	135837280	42.86	X	CT45A7	101060211
100376418	100530303	46.07	14	WDR25	79446
44876299	44885530	41.41	7	PURB	5814
154477775	154479281	63.57	X	LAGE3	8270
44881748	44881800	39.62	7	MIR4657	100616393
130622325	130903234	38.85	X	ENOX2	10495
44044640	44069456	53.20	7	DBNL	28988
2321520	2328611	57.70	19	LSM7	51690
97904489	97922500	41.61	9	TRMO	51531
1971397	1976478	54.80	8	KBTBD11-OT1	104266957
1973677	2006936	50.37	8	KBTBD11	9920
2045046	2165552	46.64	8	MYOM2	9172
2425625	2427586	63.97	19	TIMM13	26517
35673928	35681159	52.49	9	CA9	768
67289428	67326760	47.44	16	KCTD19	146212
32439878	32445046	42.91	6	HLA-DRA	3122
93904730	93927066	49.82	14	FAM181A-AS1	283592
2427638	2456959	59.73	19	LMNB2	84823
93934166	93976739	52.44	14	ASB2	51676
241315100	241354027	41.89	2	SEPTIN2	4735
30676389	30687895	56.10	6	PPP1R18	170954
128161251	128204383	52.50	9	CIZ1	25792
73168119	73244504	39.91	10	FAM149B1	317662
124673844	124697518	37.93	11	SPA17	53340
221330080	221336489	40.76	1	LINC02817	400804
2434914	2435000	83.91	19	MIR7108	102466806
2458935	2462185	53.65	19	LINC01775	101928602
2476122	2478259	60.24	19	GADD45B	4616
57134530	57137523	50.40	X	SPIN2A	54466
6976185	7018477	44.18	12	LPCAT3	10162
34621093	34663288	43.51	11	EHF	26298
50586796	50814302	40.10	X	SHROOM4	57477
30703067	30713184	50.88	6	MDC1-AS1	106478956
30717435	30725538	50.80	6	TUBB	203068
67326798	67385204	41.33	16	LRRC36	55282
246108626	246113866	39.42	1	SMYD3-AS1	101928089
93987225	94008863	53.16	14	CCDC197	256369
247034637	247078811	41.13	1	ZNF670	93474
28714281	28718429	58.35	17	RAB34	83871
45534196	45539482	44.60	20	WFDC6	140870
56066684	56078801	47.25	19	LINC01864	101928886
56087366	56121295	58.61	19	ZNF787	126208
244408494	244451909	38.09	1	ADSS2	159
94026340	94048930	52.76	14	OTUB2	78990
30727709	30742732	49.72	6	FLOT1	10211
56132599	56160893	54.02	19	ZNF444	55311
73183362	73247255	39.91	10	DNAJC9	23234
94081301	94103846	45.15	14	IFI27L1	122509
55143102	55161310	36.90	X	FAM104B	90736
10172395	10308258	40.57	20	SNAP25	6616
73247360	73276984	41.21	10	DNAJC9-AS1	414245
76949751	77040384	40.64	4	SEPTIN11	55752
73248843	73252693	47.47	10	MRPS16	51021
242082986	242524697	40.38	1	PLD5	200150
20006713	20116907	44.43	X	MAP7D2	256714
2076589	2076640	67.31	8	MIR7160	102465695
80034745	80231232	41.15	8	TPD52	7163
73252791	73254349	42.27	10	DNAJC9-AS1	414245
56176008	56185775	50.88	19	GALP	85569
73375101	73414076	40.79	10	ANXA7	310
94127779	94130253	54.59	14	IFI27L2	83982
14517085	14565980	53.54	19	TECR	9524
7080214	7092540	51.55	12	C1R	715
100709295	100748964	36.42	3	TFG	10342
94146128	94279734	37.14	14	PPP4R4	57718
180269653	180502954	37.67	1	ACBD6	100527964
180269653	180502954	37.67	1	ACBD6	84320
67389809	67393518	61.24	16	TPPP3	51673
32207855	32238658	47.69	20	POFUT1	23509
64241095	64244132	63.27	11		114841035
73444827	73448777	54.97	5	FOXD1	2297
58526871	58578220	38.55	11	LPXN	9404
73552190	73565667	37.11	5	ANKRA2	57763
25612935	25624014	43.42	20	NANP	140838
25624045	25689032	40.92	20	ZNF337-AS1	102724826
67394152	67416833	55.52	16	ZDHHC1	29800
10798397	11336675	41.91	10	CELF2	10659
120684919	120922870	37.44	4	PRDM5	11107
118133377	118152888	52.64	11	SCN4B	6330
112523514	112620825	39.05	1	ST7L	54879
25673195	25696853	42.76	20	ZNF337	26152
64535905	64546173	45.54	14	HSPA2	3306
36516392	36521149	62.30	14	NKX2-1	7080
73565443	73583380	37.90	5	UTP15	84135
20017088	20017187	45.00	X	MIR23C	100500809
20124525	20141838	38.56	X	EIF1AX	1964
14443440	14500027	38.27	11	COPB1	1315
56799905	56816693	45.57	14	OTX2	5015
67430652	67437553	59.84	16	HSD11B2	3291
30743199	30744548	58.52	6	IER3	8870
30743790	30792250	47.16	6	HCG20	105375013
35455164	35519280	47.90	20	CEP250	11190
3223324	3231730	54.20	6	TUBB2B	347733
67482571	67483547	61.11	16	AGRP	181
3231403	3303373	49.83	6	PSMG4	389362
20139968	20140444	38.57	X	EIF1AX-AS1	100874078
20149911	20267519	37.68	X	RPS6KA3	6197
16300159	16300242	44.05	16	MIR3179-2	100422886
16306370	16306434	50.77	16	MIR3670-2	100846994
16309879	16309966	77.27	16	MIR3180-2	100422956
3268962	3457050	47.61	6	SLC22A23	63027
7188685	7218574	42.58	12	PEX5	5830
105049395	105065445	55.62	14	GPR132	29933
137518918	137532494	36.59	4	PCDH18	54510
16324588	16324654	67.16	16	MIR6511A2	102466812
16329305	16329364	60.00	16	MIR6770-2	102465908
16368876	16368942	67.16	16	MIR6511A3	102465683
44051766	44051829	64.06	7	MIR6837	102466985
44062727	44065567	58.43	7	PGAM2	5224
69311350	69326939	54.50	16	VPS4A	27183
105140982	105168824	65.88	14	JAG2	3714
44072062	44082530	56.54	7	POLM	27434
134601149	134649271	43.44	5	SAR1B	51128
14529543	14529640	73.47	19	MIR639	693224
14566078	14572066	57.47	19	NDUFB7	4713
66562175	66614247	36.72	8	MYBL1	4603
69320140	69339583	52.29	16	COG8	84342
42325609	42378769	54.75	19	MEGF8	1954
176065841	176182818	34.28	4	WDR17	116966
69326913	69330588	54.49	16	PDF	64146
69337996	69343106	47.96	16	NIP7	51388
64251530	64269150	60.31	11	PLCB3	5331
28719985	28724359	49.55	17	RPL23A	6147
134648785	134727909	42.25	5	SEC24A	10802
69343250	69351786	45.55	16	TMED6	146456
3153497	3157544	55.01	6	TUBB2A	7280
69355567	69408571	44.30	16	TERF2	7014
75084326	75206267	36.91	6	COL12A1	1303
22544986	22575788	55.84	8	SORBS3	10174
28720550	28720616	40.30	17	SNORD42B	26808
28722582	28722653	47.22	17	SNORD4A	26773
28723429	28723492	37.50	17	SNORD42A	26809
28723682	28723753	41.67	17	SNORD4B	26772
44355699	44432845	48.23	20	HNF4A	3172
28724348	28727935	60.34	17	TLCD1	116238
105150778	105150864	77.01	14	MIR6765	102465458
105300563	105398147	57.40	14	PACS2	23241
28725897	28743455	53.77	17	NEK8	284086
134738495	134752157	43.33	5	CAMLG	819
180632022	180890279	36.94	1	XPR1	9213
44073378	44073433	57.14	7	MIR6838	102465504
134758771	134855133	42.10	5	DDX46	9879
44200959	44214294	48.13	7	YKT6	10652
69565808	69565868	70.49	16	MIR1538	100302119
75641849	75724589	41.68	4	G3BP2	9908
89088375	89164121	55.16	16	ACSF3	197322
19912860	19991061	39.96	X	BCLAF3	256643
42351131	42351205	64.00	19	MIR8077	102465875
42387019	42390297	58.25	19	CNFN	84518
42401514	42427388	54.96	19	LIPE	3991
132667642	132669888	40.19	X	HS6ST2-AS1	100874102
133023168	133097109	40.07	X	USP26	83844
13266041	13303452	38.47	X	LINC02154	109729169
70051277	70068095	38.07	17	LINC01028	101928141
42428278	42442946	43.14	19	CXCL17	284340
70168673	70180044	41.95	17	KCNJ2	3759
54530183	54621521	42.41	X	GNL3L	54552
76071961	76083666	60.02	17	ZACN	353174
42507304	42561234	47.52	19	CEACAM1	634
200551497	200620751	37.83	1	KIF14	9928
86278333	86278398	39.39	11	MIR6755	102465452
86374736	86423109	39.88	11	CCDC81	60494
18127220	18127309	27.78	7	MIR1302-6	100302140
39052013	39096671	39.95	3	WDR48	57599
167094075	167129165	44.80	1	STYXL2	92235
76074781	76077537	64.56	17	GALR2	8811
77193369	77199848	35.71	7	FGL2	10875
2728105	2844308	45.86	7	GNA12	2768
134845680	134859735	41.92	5	C5orf24	134553
76081016	76121576	51.59	17	EXOC7	23265
183929854	184037729	40.44	1	COLGALT2	23127
134874371	134901635	45.93	5	TXNDC15	79770
89159146	89164245	59.35	16	LINC00304	283860
89166383	89169147	65.24	16	LINC02138	400558
89171748	89195492	62.56	16	CDH15	1013
74199652	74229834	53.07	7	LAT2	7462
151652275	151655449	40.66	5		105378231
151676945	151725473	45.21	5	CLMAT3	101927096
46557398	46559694	45.28	3	LRRC2-AS1	83598
45890144	45898949	56.09	20	CTSA	5476
46574534	46582457	45.44	3	TDGF1	6997
151742316	151772532	46.30	5	ATOX1	475
243256034	243500091	39.81	1	SDCCAG8	10806
116950273	117176714	38.63	8	SLC30A8	169026
111782195	111871581	40.69	11	ALG9	79796
89296128	89298317	52.33	16		105371414
73253762	73358864	39.86	10	CFAP70	118491
89217703	89237141	48.95	16	ZNF778	197320
151822513	151924851	41.69	5	GLRA1	2741
46668995	46693704	57.94	3	ALS2CL	259173
233904676	234324511	42.38	1	SLC35F3	148641
16232506	16300806	45.83	16	NOMO3	408050
200404940	200410056	43.03	1	ZNF281	23528
39138146	39299787	43.05	X		105373175
121709393	121928801	39.73	10	ATE1	11101
11982256	11984590	44.58	8	DEFB135	613209
166975582	167022214	38.11	1	MAEL	84944
232137	264703	40.95	8	ZNF596	169270
33936386	33938918	62.14	5	RXFP3	51289
42580243	42595055	44.38	19	CEACAM8	1088
132626015	132961395	41.21	X	HS6ST2	90161
33944623	33984693	40.67	5	SLC45A2	51151
155612572	155782459	37.19	X	SPRY3	10251
109713825	109770495	52.95	12	FAM222A	84915
134237047	134246842	40.40	X	CCDC160	347475
105398538	105450106	55.62	14	TEX22	647310
14514769	14560391	52.08	19	DNAJB1	3337
70177483	70205704	41.93	X	DGAT2L6	347516
109734166	109773508	51.08	12	FAM222A-AS1	84983
6650373	6650439	38.81	2	MIR7515	102466235
11767444	11767525	26.83	2	MIR548S	100422862
105416884	105419739	59.49	14	MTA1-DT	100507437
5974662	5974732	54.93	2	MIR7158	102465693
70234655	70240659	48.54	X	AWAT1	158833
125261794	125367207	42.11	9	GAPVD1	26130
109833348	109833436	83.15	12	MIR4497	100616454
11836933	11836986	57.41	2	MIR4262	100422996
12199130	12199201	51.39	2	MIR3681	100500884
19348429	19348505	63.64	2	MIR4757	100616307
12737367	12737444	57.69	2	MIR3125	100422986
105419820	105470729	59.42	14	MTA1	9112
62603686	62603769	53.57	12	MIRLET7I	406891
30187434	30187566	54.89	2	SNORA10B	109616960
35471405	35471486	36.59	2	MIR548AD	100616475
70258166	70260204	57.04	X	P2RY4	5030
34017858	34043213	39.58	5	C1QTNF3	114899
70268305	70281840	43.71	X	ARR3	407
55982967	55983076	36.36	2	MIR217	406999
55988950	55989059	47.27	2	MIR216A	406998
56000714	56000795	45.12	2	MIR216B	100126319
60387362	60387445	51.19	2	MIR4432	100616473
109783087	109833406	52.04	12	TRPV4	59341
7595863	7618304	58.70	19	CAMSAP3	57662
52702522	52702615	41.49	2	MIR4431	100616431
49059603	49059658	28.57	2	MIR548BA	102465854
108047545	108168956	40.02	4	LEF1	51176
66358249	66358328	41.25	2	MIR4778	100616464
84139482	84154841	37.79	10	GHITM	27069
75090812	75090914	46.60	2	MIR5000	100846995
176595802	176610156	55.41	5	GPRIN1	114787
176620082	176630556	56.95	5	SNCB	6620
70282093	70285002	45.98	X	RAB41	347517
111874056	111881243	44.18	11	FDXACB1	91893
87629755	87629834	55.00	2	MIR4435-1	100616499
88082519	88082599	65.43	2	MIR4780	100616447
87194786	87194859	44.59	2	MIR4771-1	100616370
101309450	101309534	41.18	2	MIR5696	100847007
101272936	101273049	47.37	2	SNORD89	692205
109141490	109141588	59.60	2	MIR4265	100422863
109313571	109313625	67.27	2	MIR4266	100423027
84167228	84172093	40.65	10	CERNA2	642934
113582959	113583096	29.71	2	MIR1302-3	100302128
84173801	84185294	48.35	10	GPR15LG	387695
111878935	111885975	42.92	11	CFAP68	64776
113721290	113721368	37.97	2	MIR4782	100616208
84194537	84219621	51.31	10	CDHR1	92211
111321013	111321086	55.41	2	MIR4435-2	100616341
134127125	134127192	52.94	2	MIR3679	100500878
70290104	70420886	40.48	X	KIF4A	24137
140586626	140586685	46.67	2	MIR7157	102465692
7617439	7617505	61.19	19	MIR6792	102465475
159186835	159186901	47.76	2	MIR6888	102465535
7619525	7629545	60.81	19	XAB2	56949
63506052	63516774	52.28	11	LGALS12	85329
160407810	160407882	80.82	2	MIR4785	100616364
175167633	175167709	66.23	2	MIR933	100126350
181305593	181305652	53.33	2	MIR4437	100616213
184378975	184379044	38.57	2	MIR548AE1	100616305
189133036	189133111	43.42	2	MIR3129	100422908
74231499	74254458	48.96	7	RFC2	5982
168582943	168583018	34.21	2	MIR4774	100616356
212926257	212926336	53.75	2	MIR4776-1	100616267
213758067	213758159	39.78	2	MIR4438	100616375
179860836	179860908	54.79	2	MIR1258	100302172
212926257	212926336	53.75	2	MIR4776-2	100616472
214846947	214847081	54.81	2	SNORA70I	109617008
219906502	219906565	53.12	2	MIR4268	100422959
226658710	226658793	46.43	2	MIR5702	100847053
206783234	206783308	54.67	2	MIR3130-1	100422993
206783234	206783308	54.67	2	MIR3130-2	100423002
46694528	46710886	56.66	3	TMIE	259236
241477905	241477982	28.21	2	MIR3133	100422942
176629439	176629500	77.42	5	MIR4281	100422962
10911934	10914225	66.97	2	KCNF1	3754
235131634	235328219	39.95	1	ARID4B	51742
176630618	176646644	52.34	5	EIF4E1B	253314
75252924	75284948	37.36	6	TMEM30A	55754
375931	384079	50.35	8	FAM87A	157693
46712117	46717869	58.91	3	PRSS50	29122
104330324	104467055	41.53	8	DPYS	1807
11133128	11151317	47.38	2	C2orf50	130813
46877721	46903799	57.95	3	PTH1R	5745
176647387	176659054	58.70	5	TSPAN17	26262
11155198	11178870	50.04	2	SLC66A3	130814
7631611	7633719	61.12	19	PCP2	126006
104339087	104356689	44.24	8	DCSTAMP	81501
84220571	84225544	45.70	10	LRIT2	340745
63536808	63546462	48.53	11	PLAAT4	5920
7669049	7670455	62.83	19	RETN	56729
104484369	104484465	36.08	8	MIR548A3	693127
70423031	70433390	51.44	X	GDPD2	54857
123644442	123653801	46.41	8	KLHL38	340359
63552770	63563379	47.86	11	PLAAT2	54979
84230666	84259960	49.21	10	RGR	5995
63624087	63671921	42.43	11	ATL3	25923
6499632	6563409	40.71	8	ANGPT2	285
7680833	7687703	58.08	19	TRAPPC5	126003
13361354	13484365	36.22	4	RAB28	9364
7688758	7702146	53.51	19	FCER2	2208
121961975	122075570	36.16	5	SRFBP1	153443
63681446	63759891	42.12	11	RTN3	10313
75428407	75428473	46.27	6	MIR4463	100616389
11444375	11466177	41.96	2	E2F6	1876
35213956	35253079	49.96	6	SCUBE3	222663
122063195	122078413	38.02	5	LOX	4015
70427450	70435350	50.16	X		105373244
70452958	70455994	57.16	X	DLG3-AS1	100873930
70281118	70290514	47.85	X	PDZD11	51248
35258909	35295985	48.23	6	ZNF76	7629
84231520	84241546	50.02	10	LRIT1	26103
84267747	84294659	40.69	10	LINC00858	170425
63488013	63499239	63.37	20	EEF1A2	1917
17228241	17237593	46.30	10	VIM	7431
101349338	101390796	43.18	X	BTK	695
105472962	105480162	69.59	14	CRIP2	1397
6622124	6622220	43.30	8	MIR8055	102465861
6708642	6761503	38.19	8	AGPAT5	55326
7868719	7874390	67.65	19	PRR36	80164
155829729	155866277	34.92	4	ASIC5	51802
94318198	94328644	58.09	9	NUTM2F	54754
171387116	171411810	43.58	5	NPM1	4869
74289407	74405935	52.07	7	CLIP2	7461
81309053	81324183	48.35	15	STARD5	80765
7888505	7902021	54.66	19	LRRC8E	80131
63759892	63768775	61.54	11	ZFTA	65998
155854738	155920406	36.51	4	TDO2	6999
6745164	6745244	38.27	8	MIR4659A	100616348
6745168	6745240	39.73	8	MIR4659B	100616372
11676959	11760002	48.32	8	GATA4	2626
110873263	111038470	38.26	9	LPAR1	1902
63400208	63472677	62.30	20	KCNQ2	3785
63813456	63827716	52.78	11	SPINDOC	144097
7903843	7914478	63.14	19	MAP2K7	5609
81331088	81374213	42.93	15	TMC3	342125
46979666	47009704	59.90	3	NBEAL2	23218
155921580	155953912	38.51	4	CTSO	1519
35342558	35428191	49.53	6	PPARD	5467
18069935	18106087	39.76	11	SAAL1	113174
248810446	248825915	52.13	1	SH3BP5L	80851
110365248	110579880	37.88	9	SVEP1	79987
112466541	112530165	44.59	1	WNT2B	7482
41667168	41705834	40.65	7	INHBA	3624
11372612	11403175	46.89	2	LINC00570	100874055
6406592	6648508	42.19	8	MCPH1	79648
190646746	190692766	37.70	2	NAB1	4664
90265659	90275778	46.83	15	NGRN	51335
41693884	41779388	40.64	7	INHBA-AS1	285954
174110268	174160165	40.43	1	RABGAP1L-DT	102724601
91880791	91886490	41.07	7		112267986
205712822	205750182	39.53	1	NUCKS1	64710
44911316	44937010	51.49	10	TMEM72	643236
7924491	7926135	74.83	19	CTXN1	404217
110045846	110199199	39.87	4	ELOVL6	79071
101954885	101956412	50.20	15	FAM138E	100124412
7926718	7943667	56.30	19	TIMM44	10469
101960459	101960596	31.16	15	MIR1302-10	100422834
35468401	35470785	56.98	6	RPL10A	4736
101973524	101973591	61.76	15	MIR6859-3	102465910
80152490	80186946	49.96	15	FAH	2184
70298970	70382650	49.41	10	LRRC20	55222
132162058	132244526	55.02	9	NTNG2	84628
142855061	142871094	52.35	7	EPHB6	2051
56718789	56819696	38.48	1	FYB2	199920
35470508	35470579	58.33	6	MIR7111	102465668
35473597	35497079	56.75	6	TEAD3	7005
110668779	110806558	36.28	9	MUSK	4593
105486317	105488947	68.07	14	CRIP1	1396
110860582	110860647	27.27	4	MIR297	100126354
22208475	22218015	35.37	10	EBLN1	340900
22316386	22320306	37.41	10	COMMD3	23412
91500851	91525764	36.66	1	CDC7	8317
76098019	76098076	56.90	17	MIR6868	102466753
76136333	76141245	63.83	17	FOXJ1	2302
191021526	191032314	40.87	2	STAT4-AS1	105373805
59109857	59155260	41.22	17	SKA2	348235
191029576	191151596	37.27	2	STAT4	6775
112231740	112273110	36.72	4	AP1AR	55435
18172837	18174280	52.22	11	MRGPRX4	117196
35497874	35512896	53.74	6	TULP1	7287
2328615	2355095	61.04	19	SPPL2B	56928
59137758	59137872	39.13	17	MIR454	768216
59151136	59151221	40.70	17	MIR301A	407027
18231355	18236802	42.22	11	SAA4	6291
59155732	59206709	44.35	17	PRR11	55771
18231423	18248635	41.82	11	SAA2-SAA4	100528017
38451027	38454820	56.48	3	ACVR2B-AS1	100128640
173635338	173637130	33.46	1	TEX50	730159
38453890	38493142	47.63	3	ACVR2B	93
128411751	128437351	55.11	9	CERCAM	51148
18239223	18248668	43.37	11	SAA2	6289
167175363	167195792	43.77	1	LINC01363	101928484
2930561	2934834	67.43	4	MFSD10	10227
174447964	174449545	42.73	1	GPR52	9293
142871208	142885745	51.09	7	TRPV6	55503
109850945	109880541	49.11	12	GLTP	51228
245749342	246507312	40.60	1	SMYD3	64754
57855500	57984126	38.36	8	LINC01602	100505477
58255771	58272137	37.42	8		101929528
105621116	105621180	64.62	14	MIR8071-1	102465871
22316388	22329542	44.07	10	COMMD3-BMI1	100532731
1934677	2025334	54.35	17	RTN4RL1	146760
2017716	2020706	55.93	17		105371485
18683169	18738100	35.78	12	PLCZ1	89869
57994523	58204279	40.50	8	FAM110B	90362
2030137	2043898	56.23	17	DPH1	1801
105640168	105640232	64.62	14	MIR8071-2	102466889
100537147	100587417	60.97	14	BEGAIN	57596
55993681	55994625	45.71	11	OR5F1	338674
179323031	179338583	41.23	3	ZNF639	51193
56122373	56123311	42.71	11	OR8H3	390152
46392291	46394228	52.17	2	LINC01820	105374582
46429190	46441833	40.34	2	LINC02583	101805491
22321099	22331484	41.91	10	BMI1	648
56159394	56160317	40.04	11	OR8K5	219453
56176618	56177556	43.66	11	OR5J2	282775
46479565	46484425	47.50	2	TMEM247	388946
46490750	46542577	44.74	2	ATP6V1E2	90423
35664717	35664789	30.14	6	MIR5690	100847048
158972871	159000202	39.78	6	RSPH3	83861
142908101	142933746	45.79	7	TRPV5	56302
39902275	39928790	39.07	8	IDO1	3620
80195481	80252213	43.36	15	CTXND1	100996492
21397119	21427577	38.43	19	ZNF493	284443
58227882	58228918	57.28	11	OR10Q1	219960
159034468	159045152	42.41	6	TAGAP	117289
56743873	56743981	29.36	11	MIR6128	102465135
46541806	46584688	43.97	2	RHOQ	23433
48331011	48343373	39.96	15	DUT	1854
76761468	76783015	55.57	14	VASH1	22846
76611376	76906114	41.04	9	PRUNE2	158471
173714941	173786692	38.33	1	KLHL20	27252
99271168	99350062	41.71	6	FAXC	84553
21483374	21503238	46.67	19	LINC00664	400680
59503576	59504511	49.68	11	OR4D11	219986
56375624	56376553	43.87	11	OR8U1	219417
2937933	2963406	50.02	4	NOP14	8602
7739993	7747564	53.09	19	CD209	30835
99369401	99394195	39.36	6	COQ3	51805
56412696	56413680	37.97	11	OR5AL1	79482
56417258	56418232	42.46	11	OR8U3	219479
76781733	76786724	50.96	14	VASH1-AS1	100506603
46568256	46580238	39.61	2	RHOQ-AS1	100506142
99397629	99425331	35.94	6	PNISR	25957
76786009	76826246	44.47	14	ANGEL1	23357
56462469	56463401	45.55	11	OR5M9	390162
46580937	46617055	36.08	2	PIGF	5281
205767986	205775482	46.01	1	RAB29	8934
554850	560738	66.96	11	LMNTD2	256329
142941114	142962363	47.10	7	KEL	3792
179347709	179394936	38.55	3	MFN1	55669
1349240	1351878	62.41	16	TSR3	115939
137877782	138124624	49.94	9	CACNA1B	774
131904093	132013642	35.32	8	EFR3A	23167
18738119	18739188	41.03	12	CAPZA3	93661
136648158	136660390	41.63	X	CD40LG	959
2042022	2043425	58.97	17	OVCA2	124641
99432325	99521728	37.97	6	USP45	85015
114043866	114046904	58.77	10	ADRB1	153
18242961	18648416	35.66	12	PIK3C2G	5288
15865719	15888625	41.69	16	CEP20	123811
114120862	114174232	37.12	10	CCDC186	55088
2049908	2050008	65.35	17	MIR132	406921
2050271	2050380	73.64	17	MIR212	406994
77024543	77028708	62.84	14	IRF2BPL	64207
